fips,nameState,nameCounty,abState,SC,PVID,PR,PM,CF,ResourcesForRecovery,abs_Resilience,rel_Resilience,Resistance,Recovery,CFend
1001,Alabama,Autauga County,AL,0.497647134162903,0.551311282087451,0.566332074530037,0.57611012955592,0.472073447539455,0.386452841651872,0.367857522815544,0.779237901925843,0.492638767700207,0.0767511034350413,0.445061825104418
1003,Alabama,Baldwin County,AL,0.462335756621032,0.495819209185367,0.650568880204073,0.649645151150502,0.489997377648932,0.520135632239804,0.388354282985077,0.792564002788033,0.50271282988978,0.0810041722363997,0.466164597501827
1005,Alabama,Barbour County,AL,0.383754625102839,0.382095877015112,0.492479506577272,0.501592121509,0.45291016938613,0.402663810289235,0.3254935094954,0.718671232170763,0.403632365589291,0.0692626073704627,0.412222335278293
1007,Alabama,Bibb County,AL,0.401222641097298,0.506440510679779,0.460229051435133,0.507756341588835,0.465102077492474,0.385768265960933,0.34244102025976,0.736270674399001,0.44553440728856,0.0683254749214159,0.425440161647883
1009,Alabama,Blount County,AL,0.495537931045073,0.530920302010268,0.551530926425412,0.513655963122049,0.441023911779205,0.311547999318271,0.335883958721807,0.761600334473393,0.460947038996025,0.0751927053957511,0.412663342786139
1011,Alabama,Bullock County,AL,0.521549638426811,0.394236384438394,0.262509234691707,0.419900325484023,0.397206746777472,0.349963836438561,0.264105178638514,0.664906074182255,0.372222099100793,0.0571781895122091,0.343356549335443
1013,Alabama,Butler County,AL,0.476146291931047,0.387395242990278,0.467376976160156,0.475609757029356,0.422266742753354,0.446857653428461,0.302119806960309,0.715471469503761,0.396717054379618,0.0691118023155348,0.3844437066011
1015,Alabama,Calhoun County,AL,0.46924966657323,0.440225409502831,0.627539402512783,0.522381376972608,0.456892127077843,0.317613007086016,0.346632463410815,0.758674625513425,0.435746672981346,0.0786807522820271,0.429259214013635
1017,Alabama,Chambers County,AL,0.471353836489103,0.406210529360394,0.523982821310421,0.475898004509199,0.435651127626542,0.324304188180828,0.317524719240458,0.728850906390062,0.405248190254535,0.0724232217876286,0.401158557017804
1019,Alabama,Cherokee County,AL,0.438543315024604,0.445059387249811,0.496124604416161,0.493427663578289,0.47687319742112,0.417564036659941,0.348833149022207,0.731500849510226,0.421989350137512,0.0706500618265324,0.437601989814578
1021,Alabama,Chilton County,AL,0.380471572373246,0.447207844929363,0.513748472409011,0.552867503928839,0.407029467281135,0.433478045822858,0.302007682516107,0.741979897753965,0.442366205870787,0.0709659675644984,0.375217645830352
1023,Alabama,Choctaw County,AL,0.680915071087317,0.349277431381338,0.423213997272904,0.440192004673145,0.422954283646135,0.454274948197982,0.298621178471146,0.706036538740881,0.37461374402374,0.0691763525667635,0.384976292965633
1025,Alabama,Clarke County,AL,0.638393871394216,0.335834901640127,0.491761735666363,0.520392008960386,0.411511804625023,0.420311945765493,0.299123217991965,0.72688854761902,0.397058699058739,0.0727790515704043,0.37986674095477
1027,Alabama,Clay County,AL,0.58019048545362,0.467601392238438,0.452793887307532,0.452138485025608,0.436717949257851,0.438423776152792,0.317784212804469,0.727664647959867,0.414960775817835,0.070181441707026,0.400812306226026
1029,Alabama,Cleburne County,AL,0.489066537092803,0.429653254462619,0.44298482425853,0.421743134079398,0.422221710238195,0.402937524326389,0.299576580890962,0.709524341422321,0.392161886002276,0.0678249219915887,0.382524391578034
1031,Alabama,Coffee County,AL,0.430971905768005,0.477336175105801,0.573895756935016,0.550744373724576,0.435024205759167,0.460808133534531,0.33025265665202,0.75915926580612,0.455363555963062,0.0753456915715308,0.406559753165708
1033,Alabama,Colbert County,AL,0.400136246642937,0.469131171262069,0.548447958811749,0.526478650600156,0.49180677461994,0.473422124925684,0.367942920203228,0.748145286301858,0.443117663371937,0.0733073059862898,0.455910139430676
1035,Alabama,Conecuh County,AL,0.628200425989478,0.305850414977626,0.432341165929393,0.46785183834706,0.380273906581527,0.604256822335186,0.266832343828635,0.70168459947022,0.369608469271703,0.0685785322359396,0.344951638767717
1037,Alabama,Coosa County,AL,0.566352567671614,0.490541956524529,0.410850956829603,0.421646318062928,0.405870169008489,0.406747460339491,0.291032731344192,0.717058689125054,0.410146576299442,0.0672704948363441,0.368827336187717
1039,Alabama,Covington County,AL,0.4582047877411,0.412257361745319,0.515857532002078,0.488585093208414,0.486639534409539,0.566894790150578,0.355224636969127,0.729954333447522,0.411044488385507,0.0719541594703512,0.447505766987442
1041,Alabama,Crenshaw County,AL,0.508964500699688,0.422843852916784,0.428010517809492,0.451086194357952,0.458264413014076,0.524699831370806,0.326166158540781,0.711742280827647,0.398880581520724,0.0674747781489355,0.415170564107476
1043,Alabama,Cullman County,AL,0.441408893814054,0.469286601164208,0.564027986012723,0.54489512405142,0.450913541270912,0.424280123575482,0.340813008677648,0.755827841667954,0.450304432631185,0.0749138383157264,0.420646386053944
1045,Alabama,Dale County,AL,0.363869460156894,0.424189872543075,0.55826601603701,0.609932193851995,0.425840800962958,0.39304389344886,0.321318164187604,0.754549971400119,0.456151559276101,0.0734041772198363,0.39585990395694
1047,Alabama,Dallas County,AL,0.448379831916763,0.296272730069114,0.544472956282125,0.484448714585052,0.388163322893799,0.382679623088986,0.27803157212045,0.716274711499517,0.37550956646206,0.0728267598965731,0.3562414145013
1049,Alabama,DeKalb County,AL,0.331267055917985,0.476917674280685,0.563313030598631,0.516218121059949,0.413651280767723,0.309637454878371,0.308950849809158,0.746887207107774,0.441740413495765,0.0730422236832493,0.383184817980996
1051,Alabama,Elmore County,AL,0.414172206975865,0.54293918245205,0.596284701161986,0.578821403149905,0.455910697894362,0.381788985939642,0.354869282026858,0.778374544983991,0.490676974226936,0.0768572965909528,0.429500961020004
1053,Alabama,Escambia County,AL,0.40347697846686,0.358066854780795,0.532002929609258,0.5002056671394,0.417823778376718,0.384309587141032,0.302163618508084,0.723184352221447,0.397555939257613,0.0717682314097043,0.383204897466396
1055,Alabama,Etowah County,AL,0.433901983639999,0.462193183457799,0.612516480364791,0.482676835245126,0.47720330678947,0.353682825030435,0.358810919765034,0.751903674304026,0.429087021059996,0.0772312980342177,0.446112227024063
1057,Alabama,Fayette County,AL,0.580584745873534,0.400150415419313,0.460463121231269,0.506367487892324,0.441898698449131,0.406581905463242,0.321261334762195,0.727002219942443,0.411130587222771,0.0706051618825689,0.405790151216361
1059,Alabama,Franklin County,AL,0.384344863946876,0.4403700559799,0.495938636127135,0.478146762767071,0.453801530840505,0.286122634015976,0.329039668582437,0.725073950220063,0.414807662295965,0.0696316027716842,0.414371090642455
1061,Alabama,Geneva County,AL,0.488190752499587,0.398879041044053,0.50654320433848,0.50869914077832,0.400671802834125,0.546640507982109,0.292618324446707,0.730319234787402,0.412318921161805,0.0716987558710695,0.368846072861644
1063,Alabama,Greene County,AL,0.614623614246479,0.243056484927134,0.42451497527267,0.392205232383226,0.37991193372003,0.481576457818802,0.258230424736037,0.679711274682769,0.332163543551566,0.0674133629989213,0.340731732762009
1065,Alabama,Hale County,AL,0.648760257850929,0.339460748293211,0.427491378174907,0.444802207534329,0.369635091646713,0.365158861281013,0.259847425210786,0.702983648151948,0.372422231909955,0.0685362259236411,0.33554538727006
1067,Alabama,Henry County,AL,0.542030780641656,0.44046454825129,0.519115763955691,0.533311683978092,0.44448852127284,0.5595828596363,0.331836502372793,0.746558092034737,0.435440315596885,0.0737452520559059,0.413091431141063
1069,Alabama,Houston County,AL,0.46202227642801,0.420359372804146,0.557914122375054,0.612585905886779,0.456804941092479,0.490023326503289,0.346780821732757,0.759144200374471,0.456888640006656,0.0750403392247364,0.426753059621522
1071,Alabama,Jackson County,AL,0.41591107185457,0.445594190015231,0.548616463127702,0.509937294233116,0.433197838387592,0.295825580004459,0.321502155563646,0.742160110402006,0.429354488161335,0.0733314998166483,0.401131798931133
1073,Alabama,Jefferson County,AL,0.4957308431078,0.427132183860192,0.789954217670136,0.57508883299288,0.484908193594924,0.471709600638859,0.382368429707953,0.788537778405475,0.456104844191669,0.0882424322654664,0.464937812399864
1075,Alabama,Lamar County,AL,0.563797332937211,0.357089721977418,0.409879527619793,0.487532499193495,0.460641753889848,0.432444937651157,0.325453033441312,0.706520914990996,0.389617707862895,0.0671688163374983,0.4165445020486
1077,Alabama,Lauderdale County,AL,0.401572288966803,0.448073446284651,0.609601516623072,0.540867328620578,0.470752815378809,0.38578168388902,0.356307341536271,0.756888392158749,0.44329665612184,0.0767511034350413,0.440294377938423
1079,Alabama,Lawrence County,AL,0.495730558484237,0.476762355538001,0.506010904630572,0.505809887323002,0.426316962253478,0.252287024896605,0.316876085697741,0.743287538977477,0.437237505057601,0.0722113891597155,0.394544821171156
1081,Alabama,Lee County,AL,0.435606756828742,0.44600834853888,0.640192484009217,0.597279684166441,0.443921060271477,0.38187440831491,0.342684460324849,0.771949094091824,0.463595984905497,0.0792137056842939,0.418940471673013
1083,Alabama,Limestone County,AL,0.344724033751246,0.511039476566177,0.584481667230883,0.572149494789495,0.447565773072419,0.461374851827662,0.343013019618319,0.766396896848539,0.474958547988698,0.0748381422850941,0.418487994820952
1085,Alabama,Lowndes County,AL,0.825955697524778,0.280004530661886,0.410893022279648,0.47252520137879,0.377799625470224,0.296133324179787,0.265767516796823,0.703461567665766,0.36411135216887,0.0697408802399386,0.344776734210486
1087,Alabama,Macon County,AL,0.461578784669478,0.393286995717407,0.495103494146308,0.420574063138775,0.415828875255796,0.327255290655751,0.296235165766541,0.712396813675607,0.383107684798276,0.0702924531617983,0.379045659305226
1089,Alabama,Madison County,AL,0.438674873445962,0.526238504992333,0.721195636144231,0.626765881912037,0.500226637731294,0.480063628111297,0.401066064746563,0.801768707411385,0.508153263863159,0.0844845796366709,0.478893018459281
1091,Alabama,Marengo County,AL,0.583193323450463,0.283166530378915,0.455938800115112,0.460367818362289,0.449258029101685,0.399323867303618,0.314936463741569,0.701014658260646,0.362633804206851,0.0695879876117897,0.40779525418841
1093,Alabama,Marion County,AL,0.439760794893032,0.379664605383933,0.483554726752727,0.515532478782152,0.443107277932262,0.319457977272986,0.319892590260694,0.721930345521421,0.407286178050725,0.069675272638584,0.404560580070898
1095,Alabama,Marshall County,AL,0.326483993058337,0.418488197383963,0.588327988009699,0.513155725627317,0.460044866559952,0.402909159531822,0.340618351425535,0.740402461117662,0.422598790159317,0.0740401347698915,0.425631147971681
1097,Alabama,Mobile County,AL,0.41634545936601,0.448594527322165,0.728707130244066,0.57513814097647,0.453873601823673,0.492255070852883,0.35417529070144,0.78033903994054,0.460143926460236,0.0836890562879263,0.431791247131134
1099,Alabama,Monroe County,AL,0.442828313431819,0.303766097080122,0.477337730988215,0.484722473991069,0.40556557673957,0.355771027717591,0.285573809510214,0.704137199724899,0.374702275992495,0.0688975021533161,0.367359328859558
1101,Alabama,Montgomery County,AL,0.541209910389344,0.420952967147188,0.688569966056382,0.574204600060188,0.457689397488182,0.434238832117334,0.355099516955055,0.775852617307403,0.449883787451069,0.0833437526048179,0.435207506368826
1103,Alabama,Morgan County,AL,0.449580095449294,0.479327971446126,0.624196867696656,0.580153047025488,0.46257306327836,0.4033103907963,0.357624655286798,0.773120364493841,0.469041380336021,0.0787086236076672,0.436356137600545
1105,Alabama,Perry County,AL,0.581369154115713,0.245208491409353,0.474945446279243,0.345807891146689,0.36866496282632,0.2460534958508,0.251851686937626,0.683145165211358,0.323377137461895,0.0698066115125493,0.332846013061938
1107,Alabama,Pickens County,AL,0.55341571246344,0.332495612330376,0.454173231938494,0.485486377319617,0.444374060722299,0.236110571609448,0.315586477236265,0.710182040606289,0.383478403624482,0.0693707288306102,0.404368950512136
1109,Alabama,Pike County,AL,0.410222218361402,0.357512788619,0.511585684294904,0.497319906049463,0.462173124217131,0.415242485616272,0.332347986498448,0.71909846999738,0.395949971083834,0.0706725332202431,0.422058076624244
1111,Alabama,Randolph County,AL,0.486986789049094,0.448627496616733,0.476482811225774,0.454011636952638,0.425956483874451,0.347123396603272,0.308478460322154,0.724201818731036,0.409606756261435,0.0699825021872266,0.389829216300076
1113,Alabama,Russell County,AL,0.246268183742283,0.449651586776346,0.559857680263546,0.541692400013283,0.420731697735975,0.336367142684467,0.312135591944341,0.741887510791304,0.440252624281157,0.0715371682049081,0.387546122519538
1115,Alabama,St. Clair County,AL,0.306704322046995,0.558390083058897,0.593399375069603,0.595270877312905,0.456399800196239,0.420052809585325,0.355479462473268,0.778877340262687,0.501864566147962,0.0750403392247364,0.428437139711433
1117,Alabama,Shelby County,AL,0.420497339223652,0.635262433377798,0.672961870337658,0.65814226453907,0.512570293789942,0.537235758991824,0.421068493922131,0.821484387651014,0.564772294805933,0.0825387980848605,0.492048947417974
1119,Alabama,Sumter County,AL,0.564840958657191,0.2772428786051,0.407061407570232,0.424049735115164,0.403145993079299,0.388826673029674,0.275314505640362,0.682915148275349,0.348233937373451,0.0660703075957313,0.360431246443305
1121,Alabama,Talladega County,AL,0.39865798702474,0.435480126308862,0.585896913866394,0.492200860328903,0.43616197412774,0.326862222668906,0.324117357455513,0.743112368068538,0.421741698728718,0.0750656906906907,0.405140930439194
1123,Alabama,Tallapoosa County,AL,0.380004346360737,0.407498807830158,0.515989306722962,0.502033680649006,0.44340210336493,0.37112797555271,0.322383864625608,0.727068866338415,0.412728735565577,0.0706950189132817,0.406083272652423
1125,Alabama,Tuscaloosa County,AL,0.439030965152306,0.505823207281804,0.67581265418883,0.613681597371366,0.465640718977949,0.490451839650727,0.367868738081848,0.790026995253541,0.493254491276827,0.0817191778022966,0.443072485597585
1127,Alabama,Walker County,AL,0.346557726340193,0.38070856912385,0.586141345554705,0.528306177390068,0.459316116986304,0.346154232164288,0.338745353229313,0.73749938376191,0.415447042084447,0.0741636997478119,0.424724590589226
1129,Alabama,Washington County,AL,0.603676393185653,0.444700117028041,0.385588445034838,0.41628667020044,0.381123469082918,0.387663395982694,0.268566416138361,0.704670370430351,0.392940781922653,0.0658939633583762,0.343854216739624
1131,Alabama,Wilcox County,AL,0.684175291945421,0.281619288569189,0.45259228462191,0.3807959131154,0.39702251229787,0.53026255333153,0.275200375530889,0.693160631970453,0.341117285998814,0.0701371352413019,0.360558956900041
